type_value,pp_code,parking_pl_value,x,y,destination,no_of_lots
CAR LOTS,S0160,SIN MING WALK,1.36508085326654,103.831609407916,"(1.36508085326654, 103.831609407916)",17
CAR LOTS,L0018,LORONG 11 GEYLANG,1.31246697608388,103.877161123075,"(1.31246697608388, 103.877161123075)",22
CAR LOTS,J0102,JOO CHIAT ROAD (CHANGI ROAD / EAST COAST ROAD),1.30672308863883,103.904304397389,"(1.30672308863883, 103.904304397389)",123
CAR LOTS,J0088,JOO SENG ROAD,1.33779868477099,103.882693482105,"(1.33779868477099, 103.882693482105)",20
CAR LOTS,C0161,CHANGI SOUTH LANE,1.33169097977415,103.952213569467,"(1.33169097977415, 103.952213569467)",9
CAR LOTS,L0118,LORONG 36 GEYLANG OFF STREET (L0118),1.31316091957974,103.88853684272,"(1.31316091957974, 103.88853684272)",11
CAR LOTS,G0038,GUL ROAD,1.29363728518831,103.672102887469,"(1.29363728518831, 103.672102887469)",245
CAR LOTS,E0035,EVERITT ROAD,1.31132051603392,103.903711979839,"(1.31132051603392, 103.903711979839)",23
CAR LOTS,G0028,GUL DRIVE,1.31687602295348,103.666036941851,"(1.31687602295348, 103.666036941851)",38
CAR LOTS,K0006,KAKI BUKIT ROAD 1,1.33394438842397,103.902639221346,"(1.33394438842397, 103.902639221346)",25
CAR LOTS,P0116,PRINCE PHILIP AVENUE,1.29143145052827,103.82287717362,"(1.29143145052827, 103.82287717362)",60
CAR LOTS,L0113,LORONG 3 GEYLANG,1.31154765343772,103.874515724406,"(1.31154765343772, 103.874515724406)",4
CAR LOTS,F0021,FIRST LOK YANG ROAD,1.32389097565038,103.693501855558,"(1.32389097565038, 103.693501855558)",44
CAR LOTS,S0159,SERVICE ROAD OFF BALESTIER ROAD,1.32669888445179,103.842969612878,"(1.32669888445179, 103.842969612878)",10
MYCYCLE LOTS,BL033,BACKLANE OFF TECK LIM ROAD,1.27944275105152,103.841800983743,"(1.27944275105152, 103.841800983743)",12
CAR LOTS,S0039,SIMS AVENUE SERVICE ROAD,1.31421298405772,103.876985337844,"(1.31421298405772, 103.876985337844)",16
CAR LOTS,J0022,JALAN PINANG,1.30248769006152,103.858627533301,"(1.30248769006152, 103.858627533301)",10
CAR LOTS,S0019,SUNGEI ROAD (WELD ROAD / KELANTAN ROAD),1.30460512707578,103.856378297396,"(1.30460512707578, 103.856378297396)",12
CAR LOTS,L0077,LENG KEE ROAD,1.2903067753454,103.814605044584,"(1.2903067753454, 103.814605044584)",25
CAR LOTS,K0051,KENSINGTON PARK ROAD SERVICE RAOD,1.36446138400715,103.866096529658,"(1.36446138400715, 103.866096529658)",35
CAR LOTS,T0081,TUAS AVENUE 9,1.32579164873265,103.647158776663,"(1.32579164873265, 103.647158776663)",19
CAR LOTS,P0078,PANDAN CRESCENT,1.30554214794289,103.757425715453,"(1.30554214794289, 103.757425715453)",2
CAR LOTS,L0079,LORONG MARZUKI,1.31869559784994,103.909640744565,"(1.31869559784994, 103.909640744565)",16
CAR LOTS,L0097,LORONG 102 CHANGI,1.31559793517008,103.900923807492,"(1.31559793517008, 103.900923807492)",3
CAR LOTS,O0007,OWEN ROAD / DOREST ROAD/ CAMBRIDGE ROAD,1.3156536366356,103.851159929606,"(1.3156536366356, 103.851159929606)",23
CAR LOTS,J0097,JALAN KUBOR (VICTORIA STREET / ROCHOR CANAL ROAD),1.30449351795957,103.858946044925,"(1.30449351795957, 103.858946044925)",30
CAR LOTS,J0111,JALAN LAPANG,1.32247196246429,103.913856062354,"(1.32247196246429, 103.913856062354)",6
CAR LOTS,J0109,JALAN UBI,1.31780878131423,103.900365551644,"(1.31780878131423, 103.900365551644)",5
CAR LOTS,T0067,TAGORE LANE,1.38269400102039,103.826273005339,"(1.38269400102039, 103.826273005339)",133
CAR LOTS,S0102,SPOTTISWOODE PARK ROAD,1.2766690452123,103.837066353153,"(1.2766690452123, 103.837066353153)",10
CAR LOTS,L0022,LORONG 15 GEYLANG,1.31261230962775,103.878454391326,"(1.31261230962775, 103.878454391326)",26
CAR LOTS,S0075,SCIENCE CENTRE ROAD,1.33019716514652,103.739042403883,"(1.33019716514652, 103.739042403883)",49
CAR LOTS,R0039,RANGOON LANE,1.31656681540966,103.853933806613,"(1.31656681540966, 103.853933806613)",3
CAR LOTS,J0041,JALAN HITAM MANIS,1.30839248076142,103.79852709249,"(1.30839248076142, 103.79852709249)",18
CAR LOTS,E0017,EAST COAST ROAD (HAIG ROAD / TELOK KURAU ROAD),1.3029903937324,103.902757526852,"(1.3029903937324, 103.902757526852)",89
CAR LOTS,U0030,UBI AVENUE 1,1.32500701963542,103.893025978663,"(1.32500701963542, 103.893025978663)",4
CAR LOTS,W0034,WOODLANDS SECTOR 1,1.45264048985313,103.805500137667,"(1.45264048985313, 103.805500137667)",47
CAR LOTS,S0135,SIMS AVENUE (PAYA LEBAR ROAD / EUNOS ROAD),1.31782110387704,103.898376869555,"(1.31782110387704, 103.898376869555)",20
CAR LOTS,R0036,RACE COURSE ROAD (BET BUKIT TIMAH ROAD / RANGOON ROAD),1.30786174904612,103.850520206402,"(1.30786174904612, 103.850520206402)",41
CAR LOTS,S0076,SECOND LOK YANG ROAD,1.32493394518236,103.691582722702,"(1.32493394518236, 103.691582722702)",22
CAR LOTS,W0021,WISHART ROAD,1.26906264226555,103.814827262397,"(1.26906264226555, 103.814827262397)",39
CAR LOTS,T0144,TEO HONG RD / NEW BRIDGE ROAD OFF STREET,1.28055684781386,103.840753156197,"(1.28055684781386, 103.840753156197)",31
CAR LOTS,T0144,TEO HONG RD / NEW BRIDGE ROAD OFF STREET,1.28055684781386,103.840753156197,"(1.28055684781386, 103.840753156197)",31
CAR LOTS,Q0002,QUEEN STREET (ARAB STREET / ROCHOR ROAD),1.3027933896962,103.85628609101,"(1.3027933896962, 103.85628609101)",34
CAR LOTS,R0010,RIVER VALLEY ROAD (BET. TANK RD / ZION RD),1.29419858764111,103.841997762092,"(1.29419858764111, 103.841997762092)",3
CAR LOTS,J0021,JOO KOON WAY,1.32491987051309,103.6698029392,"(1.32491987051309, 103.6698029392)",22
CAR LOTS,L0036,LORONG 25A GEYLANG,1.31345911732751,103.883061918478,"(1.31345911732751, 103.883061918478)",38
CAR LOTS,N0047,NEIL ROAD,1.27916276162218,103.842025926346,"(1.27916276162218, 103.842025926346)",7
CAR LOTS,H0052,HARRISON ROAD,1.33483754017957,103.884465687689,"(1.33483754017957, 103.884465687689)",6
CAR LOTS,K0097,KAMPONG AMPAT,1.33407558992205,103.882880122534,"(1.33407558992205, 103.882880122534)",14
CAR LOTS,H0049,HARVEY ROAD,1.332985335507,103.884589691582,"(1.332985335507, 103.884589691582)",8
CAR LOTS,J0104,JOO CHIAT PLACE,1.3132808907287,103.900035349687,"(1.3132808907287, 103.900035349687)",53
CAR LOTS,S0115,SERVICE ROAD  OFF HAMILTON ROAD / CAVAN ROAD,1.31148691697787,103.861731566485,"(1.31148691697787, 103.861731566485)",10
CAR LOTS,W0047,WOODLANDS INDUSTRIAL PARK E3,1.45255383874476,103.794765804587,"(1.45255383874476, 103.794765804587)",71
CAR LOTS,L0019,LORONG 12 GEYLANG,1.30988695763065,103.878555127293,"(1.30988695763065, 103.878555127293)",26
CAR LOTS,B0090,BENOI ROAD,1.30152728578247,103.677823059545,"(1.30152728578247, 103.677823059545)",54
CAR LOTS,F0026,FIFTH LOK YANG ROAD,1.32497431711419,103.686072196135,"(1.32497431711419, 103.686072196135)",14
CAR LOTS,O0027,ONAN ROAD,1.30677069687282,103.903447537377,"(1.30677069687282, 103.903447537377)",60
CAR LOTS,L0083,LORONG MARICAN,1.31858667664995,103.909069109264,"(1.31858667664995, 103.909069109264)",10
CAR LOTS,P0018,PURVIS STREET,1.29598670414723,103.85575686561,"(1.29598670414723, 103.85575686561)",50
CAR LOTS,K0091,KAKI BUKIT ROAD 2,1.33658079209265,103.899667761955,"(1.33658079209265, 103.899667761955)",38
CAR LOTS,S0007,STARLIGHT ROAD / TERRACE,1.31350017951022,103.853889284389,"(1.31350017951022, 103.853889284389)",16
CAR LOTS,J0070,JALAN ANGGEREK,1.32878754761953,103.881350059087,"(1.32878754761953, 103.881350059087)",21
CAR LOTS,S0110,SERVICE ROAD OFF ONAN ROAD,1.3143263314368,103.898248768958,"(1.3143263314368, 103.898248768958)",12
CAR LOTS,L0027,LORONG 20 GEYLANG,1.31050596269236,103.881394337617,"(1.31050596269236, 103.881394337617)",8
CAR LOTS,H0007,HULLET ROAD,1.30346689836727,103.838150594274,"(1.30346689836727, 103.838150594274)",4
CAR LOTS,W0036,WOODLANDS LINK,1.45025822536365,103.807947195989,"(1.45025822536365, 103.807947195989)",35
CAR LOTS,K0114,KAMPONG BUGIS,1.30644841550609,103.865977921529,"(1.30644841550609, 103.865977921529)",21
CAR LOTS,J0006,JALAN KLAPA,1.3039548467002,103.8599851454,"(1.3039548467002, 103.8599851454)",18
CAR LOTS,T0061,THIRD LOK YANG ROAD,1.3248164822132,103.689757718244,"(1.3248164822132, 103.689757718244)",30
CAR LOTS,B0033,BOON TECK ROAD,1.32616467058244,103.849421338748,"(1.32616467058244, 103.849421338748)",6
CAR LOTS,L0016,LORONG 9 GEYLANG,1.31234141107383,103.876560654646,"(1.31234141107383, 103.876560654646)",12
CAR LOTS,L0016,LORONG 9 GEYLANG,1.31234141107383,103.876560654646,"(1.31234141107383, 103.876560654646)",12
CAR LOTS,C0128,CHANGI SOUTH AVENUE 4,1.33482234983503,103.971008641053,"(1.33482234983503, 103.971008641053)",34
CAR LOTS,L0009,LORONG TELOK,1.28632855248473,103.848500648704,"(1.28632855248473, 103.848500648704)",34
CAR LOTS,L0023,LORONG 16 GEYLANG,1.31064990408457,103.880014308265,"(1.31064990408457, 103.880014308265)",12
CAR LOTS,Q0004,QUALITY ROAD,1.32618876130066,103.710999282755,"(1.32618876130066, 103.710999282755)",30
CAR LOTS,C0104,CAVAN ROAD,1.31060051978571,103.86113475485,"(1.31060051978571, 103.86113475485)",13
CAR LOTS,S0134,SOMMERVILLE WALK,1.34336191516868,103.870107359974,"(1.34336191516868, 103.870107359974)",8
CAR LOTS,W0046,WOODLANDS INDUSTRIAL PARK E1,1.452921250179,103.794990075949,"(1.452921250179, 103.794990075949)",39
CAR LOTS,U0002,UPPER CIRCULAR ROAD,1.28845007963346,103.848462196501,"(1.28845007963346, 103.848462196501)",22
CAR LOTS,B0067,BURN ROAD,1.33512731926668,103.885956327335,"(1.33512731926668, 103.885956327335)",15
CAR LOTS,C0045,CHIN BEE DRIVE,1.33566251016357,103.712360237539,"(1.33566251016357, 103.712360237539)",29
CAR LOTS,J0093,JOO KOON CRESCENT,1.3284268109756,103.670180580402,"(1.3284268109756, 103.670180580402)",24
CAR LOTS,A0010,ARAB STREET,1.30045978841341,103.859715944121,"(1.30045978841341, 103.859715944121)",105
CAR LOTS,T0084,TUAS AVENUE 13,1.3214396758969,103.641398913334,"(1.3214396758969, 103.641398913334)",16
CAR LOTS,J0075,JAGO CLOSE,1.30659941727289,103.908221754372,"(1.30659941727289, 103.908221754372)",5
CAR LOTS,T0123,TUAS SOUTH STREET 2,1.30637991066855,103.633974835924,"(1.30637991066855, 103.633974835924)",25
CAR LOTS,P0099,PIONEER SECTOR WALK,1.29508140119858,103.66645683184,"(1.29508140119858, 103.66645683184)",29
CAR LOTS,Z0003,ZION ROAD,1.2924595080713,103.830353499118,"(1.2924595080713, 103.830353499118)",26
CAR LOTS,M0074,MAKEWAY AVENUE,1.31202266446891,103.841878421073,"(1.31202266446891, 103.841878421073)",11
CAR LOTS,K0065,KALLANG WAY 1,1.32149125643867,103.876467146277,"(1.32149125643867, 103.876467146277)",7
CAR LOTS,C0063,CHENG YAN PLACE,1.30006654298729,103.854524302714,"(1.30006654298729, 103.854524302714)",19
CAR LOTS,S0097,SENOKO AVENUE,1.465980454216,103.811023103816,"(1.465980454216, 103.811023103816)",30
CAR LOTS,U0017,UPPER HOKKIEN STREET,1.28514869523926,103.846603216882,"(1.28514869523926, 103.846603216882)",46
CAR LOTS,O0026,OPAL CRESCENT,1.32741826199083,103.867594549512,"(1.32741826199083, 103.867594549512)",48
CAR LOTS,S0096,SENOKO DRIVE,1.4631469182855,103.803815742061,"(1.4631469182855, 103.803815742061)",40
MYCYCLE LOTS,BL076,BACKLANE BET CRAIG ROAD / DUXTON ROAD,1.27753390986179,103.843279819548,"(1.27753390986179, 103.843279819548)",20
CAR LOTS,L0032,LORONG 23 GEYLANG,1.3131575547712,103.881478053939,"(1.3131575547712, 103.881478053939)",63
CAR LOTS,M0020,MAUDE ROAD,1.30741592576005,103.858995171146,"(1.30741592576005, 103.858995171146)",31
CAR LOTS,G0032,GUL STREET 1,1.31741140756438,103.668808289669,"(1.31741140756438, 103.668808289669)",4
CAR LOTS,S0078,SOON WING ROAD,1.32677949532651,103.879269230123,"(1.32677949532651, 103.879269230123)",10
CAR LOTS,C0136,CEYLON LANE,1.31113783162029,103.900512074357,"(1.31113783162029, 103.900512074357)",6
CAR LOTS,L0046,LORONG 34 GEYLANG,1.31187999890816,103.888040904643,"(1.31187999890816, 103.888040904643)",24
CAR LOTS,P0111,PAHANG STREET OFF STREET (EPS),1.30165125740397,103.86079607378,"(1.30165125740397, 103.86079607378)",32
CAR LOTS,S0009,SHORT STREET,1.3019269032257,103.850288999976,"(1.3019269032257, 103.850288999976)",18
CAR LOTS,A0048,ANG MO KIO STREET 63,1.3841598359722,103.847905029866,"(1.3841598359722, 103.847905029866)",55
CAR LOTS,B0029,BHAMO ROAD,1.32444661469643,103.849439915144,"(1.32444661469643, 103.849439915144)",9
CAR LOTS,E0033,EAST COAST ROAD (FRANKEL AVENUE / SIGLAP ROAD),1.31185633877715,103.922217605209,"(1.31185633877715, 103.922217605209)",20
CAR LOTS,L0044,LORONG 32 GEYLANG,1.3116973927486,103.886986297356,"(1.3116973927486, 103.886986297356)",30
CAR LOTS,E0034,EVERITT ROAD NORTH,1.31537363160829,103.901601461692,"(1.31537363160829, 103.901601461692)",19
CAR LOTS,J0029,JALAN SULTAN,1.30183841973262,103.861968637321,"(1.30183841973262, 103.861968637321)",23
CAR LOTS,U0031,UPPER SERANGOON ROAD,1.3624128656217,103.887699086094,"(1.3624128656217, 103.887699086094)",18
CAR LOTS,N0014,NORTH CANAL ROAD,1.28598002790718,103.849019743118,"(1.28598002790718, 103.849019743118)",21
CAR LOTS,M0003,MARNE  ROAD,1.31270018028643,103.857043980768,"(1.31270018028643, 103.857043980768)",9
MYCYCLE LOTS,P0114,PASIR LABA ROAD TRAILER PARK,1.32819137818853,103.667539617702,"(1.32819137818853, 103.667539617702)",65
MYCYCLE LOTS,B0098,BAYFRONT AVENUE OFF STREET,1.27916985685752,103.857038941762,"(1.27916985685752, 103.857038941762)",421
CAR LOTS,L0005,LLOYD ROAD,1.29703811546068,103.840086371956,"(1.29703811546068, 103.840086371956)",14
CAR LOTS,J0117,JALAN BUSUT,1.31656902485915,103.72688319741,"(1.31656902485915, 103.72688319741)",12
CAR LOTS,L0098,LORONG 104 CHANGI,1.3161887416307,103.90207847559,"(1.3161887416307, 103.90207847559)",11
CAR LOTS,P0051,PENHAS ROAD,1.3090119028611,103.862253935609,"(1.3090119028611, 103.862253935609)",23
CAR LOTS,J0034,JALAN LEGUNDI,1.44091701070738,103.822274098592,"(1.44091701070738, 103.822274098592)",23
CAR LOTS,P0028,PROME ROAD,1.32538712309314,103.849581203565,"(1.32538712309314, 103.849581203565)",2
CAR LOTS,N0011,NORRIS ROAD,1.30796118137935,103.854177801554,"(1.30796118137935, 103.854177801554)",20
CAR LOTS,T0104,TAI SENG AVENUE,1.33688338920561,103.892395773196,"(1.33688338920561, 103.892395773196)",98
CAR LOTS,L0103,LANGSAT ROAD,1.31496138482378,103.900696133813,"(1.31496138482378, 103.900696133813)",5
MYCYCLE LOTS,BL141,BACKLANE BET TOWNSHEND ROAD / JALAN BESAR,1.30765360332461,103.858223448731,"(1.30765360332461, 103.858223448731)",8
CAR LOTS,T0113,TUAS LINK 4,1.33613359657517,103.640959962898,"(1.33613359657517, 103.640959962898)",9
CAR LOTS,S0011,SOPHIA ROAD,1.30170903429041,103.848786500019,"(1.30170903429041, 103.848786500019)",11
CAR LOTS,J0012,JALAN PISANG,1.30301014173147,103.858787629755,"(1.30301014173147, 103.858787629755)",6
CAR LOTS,M0077,MOHAMED SULTAN / RIVER VALLEY ROAD,1.29399849239887,103.841454724324,"(1.29399849239887, 103.841454724324)",18
CAR LOTS,T0076,TUAS AVENUE 1,1.32040635558731,103.658683126472,"(1.32040635558731, 103.658683126472)",10
MYCYCLE LOTS,BL109,BACKLANE BET PERAK ROAD / MADRAS STREET,1.3050074405149,103.853159276289,"(1.3050074405149, 103.853159276289)",5
CAR LOTS,C0039,CORONATION WALK,1.32312847508214,103.808945578674,"(1.32312847508214, 103.808945578674)",10
CAR LOTS,J0036,JALAN DERUM,1.44142219502902,103.823133627333,"(1.44142219502902, 103.823133627333)",2
CAR LOTS,S0103,STEVENS ROAD,1.31617907636514,103.826769623954,"(1.31617907636514, 103.826769623954)",9
CAR LOTS,C0158,CHANGI NORTH RISE,1.34810046403338,103.970034880786,"(1.34810046403338, 103.970034880786)",13
CAR LOTS,G0036,GUL STREET 5,1.316443335741,103.664127839635,"(1.316443335741, 103.664127839635)",9
CAR LOTS,K0010,KILLINEY ROAD,1.29797057425258,103.838624992775,"(1.29797057425258, 103.838624992775)",26
CAR LOTS,D0010,DUXTON ROAD,1.27789966049321,103.84301224285,"(1.27789966049321, 103.84301224285)",42
CAR LOTS,G0034,GUL STREET 3,1.31732875680415,103.666949377508,"(1.31732875680415, 103.666949377508)",17
CAR LOTS,L0043,LORONG 31 GEYLANG,1.31420020054195,103.887094837105,"(1.31420020054195, 103.887094837105)",17
CAR LOTS,S0143,SERVICE ROAD OFF LORONG 44 GEYLANG,1.31438831349185,103.89046576023,"(1.31438831349185, 103.89046576023)",5
CAR LOTS,K0064,KOVAN ROAD,1.35495022751751,103.877457740479,"(1.35495022751751, 103.877457740479)",46
CAR LOTS,L0048,LORONG 36 GEYLANG,1.31224197307837,103.888629141283,"(1.31224197307837, 103.888629141283)",14
CAR LOTS,J0132,JALAN PENJARA OFF STREET,1.29836144396834,103.807175323792,"(1.29836144396834, 103.807175323792)",48
CAR LOTS,T0130,TOA PAYOH WEST,1.33517904758375,103.842991596657,"(1.33517904758375, 103.842991596657)",66
CAR LOTS,J0050,JALAN MAS KUNING,1.30757576162812,103.763407469373,"(1.30757576162812, 103.763407469373)",24
CAR LOTS,J0127,JALAN PENJARA,1.29816660228946,103.806497073131,"(1.29816660228946, 103.806497073131)",14
CAR LOTS,P0023,PLUMER ROAD,1.30955353409001,103.858592974788,"(1.30955353409001, 103.858592974788)",11
CAR LOTS,T0021,TYRWHITT ROAD,1.30983036967636,103.858896042664,"(1.30983036967636, 103.858896042664)",42
CAR LOTS,R0001,RACE COURSE LANE,1.30935117028181,103.853371519604,"(1.30935117028181, 103.853371519604)",3
CAR LOTS,T0117,TUAS SOUTH AVENUE 1,1.31501117646797,103.627419843077,"(1.31501117646797, 103.627419843077)",73
CAR LOTS,B0029,BHAMO ROAD,1.32444661469643,103.849439915144,"(1.32444661469643, 103.849439915144)",9
CAR LOTS,K0008,KEONG SAIK ROAD,1.2789832875571,103.841518373282,"(1.2789832875571, 103.841518373282)",74
CAR LOTS,C0018,CIRCULAR ROAD,1.28599424018592,103.849423375484,"(1.28599424018592, 103.849423375484)",34
CAR LOTS,T0002,TANJONG PAGAR ROAD,1.27790432701767,103.843702767849,"(1.27790432701767, 103.843702767849)",25
CAR LOTS,T0025,TAI THONG CRESCENT,1.3284811730281,103.86986969108,"(1.3284811730281, 103.86986969108)",23
CAR LOTS,C0160,CHANGI NORTH STREET 2,1.35025296454204,103.96704687897,"(1.35025296454204, 103.96704687897)",9
CAR LOTS,J0003,JALAN BESAR,1.3105933383514,103.858576985643,"(1.3105933383514, 103.858576985643)",48
CAR LOTS,L0110,LOYANG STREET,1.37399253863771,103.968548252128,"(1.37399253863771, 103.968548252128)",18
CAR LOTS,T0146,TAI SENG  STREET,1.33564754047398,103.889755601635,"(1.33564754047398, 103.889755601635)",18
CAR LOTS,G0029,GUL LANE,1.31015395185762,103.665050345572,"(1.31015395185762, 103.665050345572)",21
CAR LOTS,J0001,JALAN BERSEH,1.30702833041187,103.857643107635,"(1.30702833041187, 103.857643107635)",34
CAR LOTS,K0027,KAMPONG KAPOR ROAD,1.30663907242214,103.853755809473,"(1.30663907242214, 103.853755809473)",50
CAR LOTS,A0054,ANCHORVALE STREET,1.39734119945933,103.88732533554,"(1.39734119945933, 103.88732533554)",66
CAR LOTS,O0004,OLD UPPER THOMSON ROAD,1.37700068095658,103.826863393594,"(1.37700068095658, 103.826863393594)",52
CAR LOTS,S0158,SERVICE ROAD OFF MACPHERSON ROAD,1.32856748221037,103.870154951225,"(1.32856748221037, 103.870154951225)",41
CAR LOTS,H0006,HINDOO ROAD,1.30807653228178,103.85448913944,"(1.30807653228178, 103.85448913944)",40
CAR LOTS,L0049,LORONG 37 GEYLANG,1.31480898987642,103.889772060565,"(1.31480898987642, 103.889772060565)",17
MYCYCLE LOTS,BL204,BACKLANE BET CLIVE STREET / MADRAS ST,1.30487692406628,103.852625051522,"(1.30487692406628, 103.852625051522)",11
MYCYCLE LOTS,BL137,BACKLANE OFF SAM LEONG ROAD,1.30914198197493,103.857330454775,"(1.30914198197493, 103.857330454775)",13
MYCYCLE LOTS,M0080,MARSHALL ROAD,1.30468620714285,103.902609789444,"(1.30468620714285, 103.902609789444)",44
CAR LOTS,K0054,KALLANG WAY,1.32545501058396,103.874233404475,"(1.32545501058396, 103.874233404475)",6
CAR LOTS,K0093,KAMPONG JAVA ROAD,1.31310196948697,103.840749862538,"(1.31310196948697, 103.840749862538)",27
CAR LOTS,C0129,CHANGI SOUTH STREET 1,1.33240108247967,103.967839072717,"(1.33240108247967, 103.967839072717)",65
CAR LOTS,L0042,LORONG 30 GEYLANG,1.31175773355983,103.886320077722,"(1.31175773355983, 103.886320077722)",24
CAR LOTS,K0081,KIM CHUAN ROAD,1.34068958138404,103.88799365843,"(1.34068958138404, 103.88799365843)",30
CAR LOTS,L0092,LITTLE ROAD,1.33817160224331,103.884869446559,"(1.33817160224331, 103.884869446559)",6
CAR LOTS,J0040,JALAN KELABU ASAP,1.31057275281978,103.797016182611,"(1.31057275281978, 103.797016182611)",18
CAR LOTS,T0082,,1.32100909014967,103.646071368494,"(1.32100909014967, 103.646071368494)",4
CAR LOTS,T0079,TUAS AVENUE 5,1.31877253481363,103.655289292947,"(1.31877253481363, 103.655289292947)",10
CAR LOTS,H0055,HAVELOCK ROAD,1.28890747818938,103.82891000505,"(1.28890747818938, 103.82891000505)",53
CAR LOTS,C0134,CIRCUIT ROAD,1.3232210284774,103.885082062764,"(1.3232210284774, 103.885082062764)",86
CAR LOTS,J0059,JALAN RAJA UDANG,1.32666507050989,103.842429055824,"(1.32666507050989, 103.842429055824)",16
CAR LOTS,N0016,NEYTHAL ROAD,1.32458338670244,103.700962208221,"(1.32458338670244, 103.700962208221)",59
CAR LOTS,B0039,BUKIT GOMBAK SPORTS COMPLEX,1.35863626801816,103.752554174631,"(1.35863626801816, 103.752554174631)",167
CAR LOTS,M0048,MARTABAN ROAD,1.32337302589092,103.850699599988,"(1.32337302589092, 103.850699599988)",16
CAR LOTS,G0033,GUL STREET 2,1.31841431327437,103.668173233586,"(1.31841431327437, 103.668173233586)",4
CAR LOTS,S0035,SERVICE ROAD OFF QUEEN STREET (BET. QUEEN ST / WATERLOO ST),1.29889763636653,103.852709831378,"(1.29889763636653, 103.852709831378)",8
CAR LOTS,M0066,MACTAGGART ROAD,1.33411501298306,103.883367847423,"(1.33411501298306, 103.883367847423)",10
CAR LOTS,S0085,SUNGEI KADUT LOOP,1.40783881019662,103.745315475522,"(1.40783881019662, 103.745315475522)",17
CAR LOTS,S0085,SUNGEI KADUT LOOP,1.40783881019662,103.745315475522,"(1.40783881019662, 103.745315475522)",17
MYCYCLE LOTS,T0141,TANJONG KATONG ROAD OFF STREET (OPP WILKINSON ROAD),1.30369431273067,103.896906335956,"(1.30369431273067, 103.896906335956)",40
CAR LOTS,R0003,RANGOON ROAD,1.31410850894077,103.854057124118,"(1.31410850894077, 103.854057124118)",85
CAR LOTS,H0050,HOWARD ROAD,1.33346689691957,103.885693391458,"(1.33346689691957, 103.885693391458)",9
MYCYCLE LOTS,B0001,BUKIT TIMAH ROAD,1.28246113840418,103.850869384487,"(1.28246113840418, 103.850869384487)",20
CAR LOTS,S0038,SERVICE ROAD BET. LIANG SEAH STREET / MIDDLE ROAD,1.29718083101732,103.856255431429,"(1.29718083101732, 103.856255431429)",12
CAR LOTS,B0002,BAGHDAD STREET,1.30105745919248,103.859489289583,"(1.30105745919248, 103.859489289583)",20
MYCYCLE LOTS,S0047,SHAN ROAD,1.32476467091275,103.846678817652,"(1.32476467091275, 103.846678817652)",21
MYCYCLE LOTS,BL014,BACKLANE BET BOON TAT STREET / AMOY STREET,1.28169025730858,103.847776598766,"(1.28169025730858, 103.847776598766)",16
CAR LOTS,K0011,KINTA ROAD,1.31033460311493,103.853201582219,"(1.31033460311493, 103.853201582219)",8
CAR LOTS,P0081,PIONEER SECTOR 1,1.30096935929348,103.657309298928,"(1.30096935929348, 103.657309298928)",172
CAR LOTS,P0002,PAHANG STREET,1.30176891903614,103.860780643432,"(1.30176891903614, 103.860780643432)",27
MYCYCLE LOTS,BL062,BACKLANE BET TEMPLE STREET /  SMITH STREET,1.28203739402215,103.844781983331,"(1.28203739402215, 103.844781983331)",13
MYCYCLE LOTS,BL124,BACKLANE BET HINDOO ROAD / ROWELL ROAD,1.3090658101009,103.853775346453,"(1.3090658101009, 103.853775346453)",4
MYCYCLE LOTS,BL094,BACKLANE BET MIDDLE ROAD / LIANG SEAH STREET,1.29715305482729,103.856104276321,"(1.29715305482729, 103.856104276321)",16
CAR LOTS,C0004,CARPENTER STREET,1.28774264040338,103.84827974724,"(1.28774264040338, 103.84827974724)",32
MYCYCLE LOTS,T0014,TRAS STREET,1.2747220796603,103.84382666234,"(1.2747220796603, 103.84382666234)",91
CAR LOTS,L0029,LOK YANG WAY,1.32454060249219,103.694383522418,"(1.32454060249219, 103.694383522418)",161
MYCYCLE LOTS,BL132,BACKLANE OFF DESKER ROAD,1.30934142669327,103.855298234344,"(1.30934142669327, 103.855298234344)",6
MYCYCLE LOTS,W0002,WATERLOO STREET,1.29855925333899,103.851441224201,"(1.29855925333899, 103.851441224201)",22
CAR LOTS,L0047,LORONG 35 GEYLANG,1.3145640453899,103.888613272713,"(1.3145640453899, 103.888613272713)",17
CAR LOTS,J0080,JALAN MASJID,1.31917447330279,103.912507153046,"(1.31917447330279, 103.912507153046)",25
CAR LOTS,W0055,WARNA ROAD OFF STREET,1.31085446921106,103.796253276577,"(1.31085446921106, 103.796253276577)",49
MYCYCLE LOTS,R0040,RAFFLES BOULEVARD COACH PARK,1.29145522623353,103.862167088522,"(1.29145522623353, 103.862167088522)",30
CAR LOTS,S0046,SING JOO WALK,1.31469558070365,103.854820174174,"(1.31469558070365, 103.854820174174)",9
MYCYCLE LOTS,B0100,BRIGHTON CRESCENT,1.3626683833683,103.871017909462,"(1.3626683833683, 103.871017909462)",21
CAR LOTS,L0056,LORONG 28 SERVICE ROAD GEYLANG,1.31142347054443,103.885937126314,"(1.31142347054443, 103.885937126314)",5
CAR LOTS,P0036,PUAY HEE AVENUE,1.3293244399661,103.87026019045,"(1.3293244399661, 103.87026019045)",11
CAR LOTS,L0002,LEMBU ROAD,1.30965007400522,103.854531612631,"(1.30965007400522, 103.854531612631)",22
